263.88,0.027717,0.9632,0.094941,0.76207,-0.38472
323.88,0.057187,0.90329,0.13528,0.79134,-0.37782
383.88,0.04061,0.96881,0.31048,0.72269,-0.38377
443.89,0.039951,0.94307,0.069469,0.77098,-0.39411
503.89,0.037275,0.96561,-0.085277,0.73312,-0.4492
563.9,0.036258,0.99999,-0.11134,0.73354,-0.45191
623.9,0.036258,0.99999,-0.11134,0.73354,-0.45191
683.91,0.029166,0.99305,0.006709,0.74182,-0.44029
743.91,0.039846,0.98264,-0.044215,0.73742,-0.46572
803.92,0.045012,0.98167,0.068743,0.70419,-0.4604
863.92,0.034874,0.98208,-0.085495,0.75027,-0.40714
923.92,0.022734,0.98266,0.10709,0.79356,-0.26183
983.92,0.03881,0.98261,0.018646,0.73363,-0.46717
1043.9,0.032943,0.98994,-0.1955,0.70294,-0.45978
1103.9,-0.029499,0.95937,0.071667,0.71506,-0.35923
1163.9,-0.039989,0.96403,0.065117,0.71579,-0.36764
1224,0.048672,0.98247,0.028467,0.75679,-0.45461
1284,0.042068,0.95205,0.053161,0.75303,-0.42967
1344,0.044673,0.94793,0.15814,0.75886,-0.41085
1404,0.047842,0.96062,0.080202,0.78424,-0.38527
1464,0.042781,0.97301,0.044004,0.76168,-0.42665
1524,0.051971,0.98584,0.014564,0.76226,-0.44661
1584,0.046258,0.99011,0.0022493,0.76314,-0.42812
1644,0.036387,0.98967,0.0547,0.77607,-0.38767
1704,0.031654,0.99999,0.075319,0.78266,-0.36022
1764,0.037057,0.98173,0.029678,0.77447,-0.39188
1824,0.04319,0.985,-0.041143,0.75287,-0.4338
1884,0.050911,0.98019,-0.0052181,0.73726,-0.49146
