272.86,-0.00049043,0.94302,-0.094232,0.7778,-0.2548
332.86,-0.0096484,0.95416,-0.0218,0.80383,-0.1884
392.87,0.00041723,0.95047,-0.066507,0.74609,-0.29469
452.88,0.0084032,0.91492,-0.044772,0.78557,-0.26819
512.88,0.0026342,0.99999,0,0.78516,-0.2977
572.89,0.021444,0.97881,0.01319,0.5967,-0.58508
632.89,0.017006,0.96481,0.055267,0.65133,-0.42506
692.9,-0.010714,0.99787,0.13034,0.81462,0.022809
752.9,-0.01063,0.99999,0.13073,0.81706,0.022878
812.91,-0.0065722,0.99539,0.10849,0.80632,-0.14152
872.92,-0.0044069,0.99999,0.10111,0.80238,-0.19244
932.92,-0.0044069,0.99999,0.10121,0.80318,-0.19263
992.93,-0.004359,0.99225,0.096276,0.80351,-0.18923
1052.9,0.0069237,0.97292,0.049994,0.798,-0.23676
1112.9,0.017379,0.98035,-0.018115,0.79009,-0.29977
1172.9,0.0089765,0.99738,-0.11101,0.78033,-0.30038
1233,0.005867,0.98628,0.0068066,0.78362,-0.29164
1293,0.0075715,0.96822,0.007474,0.7774,-0.31502
1353,0.023591,0.96823,-0.14726,0.65042,-0.53895
1413,0.016042,0.97683,0.0029557,0.74774,-0.38174
1473,0.010183,1,0.032617,0.77303,-0.33596
1533,0.010183,1,0.032682,0.77457,-0.33663
1593,0.0034777,0.98214,-0.037165,0.76078,-0.28723
1653,-0.010519,0.98379,-0.21132,0.76663,-0.22386
1713,-0.0020202,0.99415,-0.19283,0.7713,-0.25492
1773,-0.0020876,0.99999,-0.19244,0.76977,-0.25441
1833,-0.0028619,0.95371,-0.077191,0.79334,-0.21614
1893,0.0025436,0.9567,-0.1234,0.78131,-0.24416
