250.83,0.066311,0.86661,0.023525,0.85327,-0.26273
310.84,0.049777,0.9662,-0.078451,0.71329,-0.34316
370.85,0.04148,0.9782,-0.055931,0.83401,-0.23828
430.87,0.052096,0.93786,-0.03291,0.68723,-0.35665
490.88,0.035173,0.97765,-0.04236,0.82765,-0.23787
550.89,0.033607,0.99999,-0.042402,0.82848,-0.23811
610.9,0.033607,0.99999,-0.042402,0.82848,-0.23811
670.91,0.033607,0.99999,-0.042445,0.8293,-0.23834
730.92,0.035133,0.99147,-0.027041,0.828,-0.24482
790.93,0.041936,0.99218,0.097852,0.80564,-0.31312
850.94,0.041758,0.99999,0.097949,0.80645,-0.31344
910.96,0.041758,0.99999,0.097852,0.80564,-0.31312
970.97,0.041758,0.99999,0.097852,0.80564,-0.31312
1031,0.041758,0.99999,0.097852,0.80564,-0.31312
1091,0.043183,0.98418,0.07849,0.81155,-0.3108
1151,0.049948,0.98451,0.01306,0.81951,-0.31344
1211,0.049851,1,0.013047,0.81869,-0.31312
1271,0.049851,1,0.01306,0.81951,-0.31344
1331,0.049851,1,0.01306,0.81951,-0.31344
1391,0.036111,0.98701,0.075632,0.81909,-0.26632
1451,0.02843,0.99998,0.088066,0.81543,-0.25441
1511.1,0.038587,0.96806,0.089447,0.8302,-0.23981
1571.1,0.033165,0.99999,-0.02612,0.83583,-0.21549
1631.1,0.039514,0.99034,-0.0048372,0.83734,-0.23243
1691.1,0.048154,0.96852,-0.022288,0.8308,-0.26352
1751.1,0.046512,0.97432,0.014756,0.84053,-0.25329
1811.1,0.048392,0.97507,0.02918,0.83481,-0.23978
1871.1,0.044343,0.9826,-0.015918,0.83186,-0.25474
1931.1,0.061292,0.98738,0.038867,0.83474,-0.28482
