275.1,0.012343,0.96865,0.018639,0.79104,-0.28625
335.11,0.0077383,0.97881,0.029199,0.79735,-0.26136
395.11,0.010373,0.92728,-0.030908,0.78786,-0.23258
455.12,0.012033,0.91788,-0.044395,0.79778,-0.25786
515.12,0.015765,0.92273,-0.027975,0.77658,-0.34042
575.13,0.016003,0.98988,-0.0011165,0.76575,-0.36213
635.14,0.023325,0.99999,0.10111,0.77629,-0.34248
695.14,0.006247,0.97655,0.070065,0.78089,-0.29329
755.15,0.013227,0.98489,0.1306,0.77706,-0.31997
815.16,-0.0055883,0.97274,0.085648,0.78867,-0.17832
875.16,0.017087,0.99316,0.012878,0.77968,-0.34109
935.16,0.022571,0.99999,-0.0032682,0.77784,-0.35624
995.17,0.02225,0.98631,-0.043542,0.76018,-0.38366
1055.2,0.021116,0.98663,-0.014131,0.77614,-0.35308
1115.2,0.020996,1,-0.0098145,0.77861,-0.35332
1175.2,0.020593,0.99572,-0.01139,0.77883,-0.34841
1235.2,0.0046844,0.98191,-0.061429,0.76414,-0.33237
1295.2,0.020467,1,0.032682,0.78111,-0.34316
1355.2,0.020467,1,0.032682,0.78111,-0.34316
1415.2,0.020467,1,0.032715,0.78189,-0.34351
1475.2,0.014327,0.97981,0.011016,0.79685,-0.28341
1535.2,0.0097288,0.99628,0.0229,0.80478,-0.25845
1595.2,0.01118,0.98628,0.056361,0.79894,-0.27448
1655.2,0.011478,0.99103,0.070075,0.78696,-0.29991
1715.2,0.0056087,0.97899,0.002181,0.79359,-0.28068
1775.2,0.0075177,0.95053,0.035706,0.80336,-0.25716
1835.2,0.025582,0.94307,0.079111,0.81531,-0.2441
1895.2,0.024145,0.95688,0.061143,0.81086,-0.27918
