140.38,7
147.87,6
149.88,6
150.87,6
151.77,6
152.83,6
153.93,6
155.02,6
193.84,1
208.03,3
209.09,3
605.27,11
606.19,11
607.17,11
609.25,11
610.2,11
611.18,11
612.19,11
613.14,11
615.1,11
616.03,11
625.09,11
626.08,11
627.09,11
628.12,11
635.16,11
637.27,11
638.27,11
639.24,11
640.29,11
652.88,11
656.06,11
657.12,11
665.15,11
666.2,11
667.22,11
668.22,11
669.28,11
670.31,11
671.27,11
672.17,14
672.19,11
673.15,14
673.24,11
674.09,14
674.2,11
675.13,14
675.19,11
676.06,14
676.25,11
677.02,14
677.22,11
678.02,14
678.17,11
679.09,14
679.26,11
680.03,14
680.32,11
681.09,14
681.35,11
682.39,11
683.17,14
683.45,11
684.43,11
685.4,11
686.32,14
686.41,11
689.36,14
689.52,11
690.4,14
690.47,11
691.35,14
691.45,11
692.42,14
692.54,11
693.49,14
693.58,11
694.48,14
694.63,11
696.76,11
702.74,11
706.32,14
707.26,14
708.29,14
716.33,14
723.53,14
727.62,14
728.57,14
729.49,14
730.46,14
731.5,14
735.72,14
736.68,14
737.72,14
738.71,14
739.67,14
741.64,14
742.71,14
744.76,14
745.8,14
746.7,14
748.75,14
749.69,14
755.01,11
762.88,14
763.9,14
764.92,14
766.95,14
767.97,14
768.89,14
779.97,14
780.93,14
785.23,11
786.26,11
787.2,11
788.21,11
789.12,11
789.95,14
790.13,11
790.92,14
791.16,11
791.96,14
792.14,11
792.87,14
793.12,11
795.87,14
796.3,11
796.83,14
797.22,11
797.85,14
799.17,11
800.15,11
801.25,11
802.26,11
803.28,11
804.36,11
804.93,14
805.47,11
805.9,14
806.41,11
806.92,14
807.41,11
808.51,11
809.46,11
815.45,11
816.44,11
817.48,11
825.24,14
826.19,14
827.2,14
828.21,11
829.18,11
829.26,14
830.2,11
831.16,11
832.06,14
833.1,11
838.51,11
839.54,11
840.54,11
845.38,11
845.8,14
846.33,11
847.25,11
848.29,11
849.29,11
850.3,11
856.26,11
857.1,14
858.05,14
860.13,14
861.22,14
862.15,14
863.11,14
864.21,14
865.21,14
866.14,14
867.23,14
871.23,14
872.18,14
892.37,14
893.3,14
894.38,14
898.48,14
899.56,14
900.54,14
901.54,14
902.59,14
908.59,14
909.62,14
910.67,14
911.58,14
912.49,14
913.49,14
914.58,14
915.59,14
916.65,14
917.59,14
918.5,14
919.6,14
920.62,14
921.68,14
926.68,14
933.82,14
947.2,14
950.12,14
951.98,14
967.1,14
976.07,14
978.19,14
979.13,14
980.15,14
981.1,14
982.17,14
