340.83,5
341.79,5
343.42,14
347.48,14
348.41,14
349.49,14
350.46,14
350.57,12
351.53,14
351.56,12
358.64,12
359.1,5
380.77,12
383.87,12
696.06,14
697.01,14
697.92,14
699,14
700.1,14
701.06,14
702.1,14
703.01,14
704,14
705,14
705.94,14
707.9,14
708.84,14
712.92,14
713.84,14
714.86,14
718.01,14
719.11,14
726.23,14
732.16,14
733.26,14
734.31,14
737.33,14
741.25,14
742.33,14
747.27,14
756.31,14
760.4,14
761.44,14
762.5,14
765.63,14
767.58,14
773.49,14
816.2,14
817.18,14
818.16,14
819.19,14
820.13,14
821.04,14
822.95,14
834.75,14
837.77,14
838.76,14
848.57,14
851.6,14
852.08,11
852.57,14
853.03,11
853.55,14
853.97,11
855.65,14
858.71,14
1690.4,1
1691.4,1
1767.9,2
1804.5,2
1806.4,2
1807.4,2
1866,2
1867,2
1868,2
1868.9,2
1874,2
1900,2
