100.94,6
101.9,5
105.69,6
106.63,6
106.73,17
118.93,17
119.97,17
120.95,17
121.93,17
122.97,17
124.06,17
219.51,16
220.5,16
220.68,17
221.48,16
222.43,16
223.41,16
228.4,16
229.48,16
230.58,16
231.67,16
232.64,16
233.68,16
569.27,18
573.16,18
574.19,18
575.25,18
576.35,18
577.26,18
578.3,18
580.32,18
585.47,18
594.35,18
603.48,18
604.52,18
607.49,18
608.47,18
609.39,18
612.58,18
613.53,18
614.56,18
615.57,18
616.59,18
617.64,18
618.57,18
619.58,18
620.65,18
622.73,18
623.68,18
624.64,18
625.64,18
626.62,18
627.53,18
628.53,18
630.54,18
631.49,18
635.45,18
636.43,18
637.36,18
638.46,18
639.42,18
640.49,18
641.48,18
642.59,18
643.65,18
644.7,18
645.66,18
646.72,18
647.76,18
654.66,18
656.68,18
657.66,18
658.64,18
659.67,18
660.77,18
661.78,18
662.83,18
663.82,18
664.73,18
665.65,18
666.23,10
666.49,16
666.58,18
667.46,16
667.5,18
668.5,18
669.59,18
670.57,18
673.58,18
674.66,16
675.6,18
675.75,16
676.67,18
677.58,18
679.95,16
680.55,18
681.58,18
681.98,16
682.6,18
682.98,16
683.67,18
683.94,16
684.75,18
687.86,18
695.69,18
700.62,18
701.56,18
702.56,18
703.57,18
706.66,18
709.54,18
710.6,18
711.63,18
712.59,18
713.68,18
714.7,18
722.44,18
723.46,18
724.4,18
725.47,18
729.79,18
730.87,18
731.94,18
733.01,18
734.05,18
735.07,18
736.14,18
737.15,18
738.16,18
739.08,18
740.18,18
741.12,18
742.18,18
743.19,18
744.22,18
745.17,18
748.18,18
749.28,18
750.25,18
751.34,18
756.4,18
757.35,18
758.29,18
790.35,18
791.36,18
792.32,18
793.27,18
800.39,18
801.42,18
802.48,18
803.5,18
804.42,18
805.45,18
806.45,18
816.34,18
817.32,18
821.3,18
822.3,18
823.27,18
824.19,18
825.16,18
826.08,18
827.14,18
828.1,18
829.05,18
830.06,18
838.06,18
838.98,18
840.06,18
841.07,18
842.02,18
843.13,18
844.21,18
845.23,18
846.23,18
847.25,18
850.35,18
860.08,18
861.1,18
874.88,5
914.87,2
915.84,2
944.13,2
1000.9,2
1014.9,2
1016,2
1017,2
1018,2
1019,2
1019.9,2
1021,2
1039.4,5
1046,2
1048.1,2
1059,2
1066.3,2
1067.3,2
1068.5,2
1072.4,2
1073.5,2
1074.6,2
1075.5,2
1076.5,2
1079.5,2
1080.4,2
1082.4,2
1083.5,2
1084.6,2
1085.6,2
1086.7,2
1088.8,2
1089.8,2
1090.7,2
1091.7,2
1092.8,2
1094.8,2
1095.9,2
1098.9,2
1148.6,2
1156.3,2
1157.2,2
1164.3,2
1165.3,2
1171.1,2
1172.1,2
1173,2
1174.1,2
1214.6,2
1215.7,2
1216.7,2
1222,2
1223,2
1224,2
1260.5,2
1271.4,2
1272.4,2
1282.6,2
1290.5,2
1294.4,2
1296.4,2
1353.9,2
1372.3,2
1373.2,2
1374.3,2
1375.3,2
1376.3,2
1377.3,2
1380.4,2
1383.4,2
1384.3,2
1385.4,2
1386.5,2
1387.4,2
1388.3,2
1389.4,2
1390.3,2
1391.3,2
1392.4,2
1393.3,2
1394.3,2
1395.4,2
1396.4,2
1397.5,2
1398.5,2
1399.6,2
1400.6,2
1401.5,2
1402.6,2
1403.7,2
1413.6,2
1414.6,2
1415.5,2
1416.6,2
1417.5,2
1418.5,2
1419.5,2
1420.5,2
1421.4,2
1422.3,2
1423.4,2
1424.3,2
1425.3,2
1426.3,2
1427.3,2
1428.3,2
1429.4,2
1430.3,2
1431.4,2
1432.3,2
1433.3,2
1434.4,2
1435.5,2
1436.5,2
1437.6,2
1439.6,2
1440.5,2
1441.6,2
1442.5,2
1443.5,2
1444.6,2
1445.6,2
1446.6,2
1447.6,2
1448.7,2
1450.7,2
1451.6,2
1453.6,2
1454.7,2
1455.7,2
1456.6,2
1457.6,2
1458.6,2
1459.6,2
1460.6,2
1461.5,2
