87.205,14
93.13,16
99.377,11
100.38,11
101.44,11
145.3,3
195.54,14
196.2,8
201.19,8
224.41,7
228.13,1
229.18,1
230.08,1
288.55,14
429.12,7
486.28,2
487.32,2
492.36,2
495.37,2
496.42,2
501.38,2
502.3,2
520.43,2
521.35,2
522.26,2
523.32,2
529.15,2
601.8,2
607.04,2
624.88,2
625.97,2
641.99,2
647.08,2
651.13,2
664.21,2
665.23,2
668.08,2
674.85,2
709.44,2
710.49,2
711.46,2
712.5,2
714.64,2
717.69,2
919.65,2
920.58,2
921.69,2
922.71,2
923.66,2
924.58,2
1501.1,3
1502.2,3
1743.1,18
1744,18
1745,18
1777.4,18
1795.8,18
1796.7,18
1797.7,18
1798.7,18
1800.7,18
1815.2,14
1816.1,14
1817.2,14
1818.3,14
1893.7,13
