109.59,-0.052429,-0.021484,-0.036656,1.5113e-05,0.0038876,0.00035213
110.1,-0.053803,-0.020233,-0.036801,1.7711e-05,0.0042085,0.00025434
110.61,-0.058167,-0.0059815,-0.036156,1.0123e-05,0.0031817,0.00018009
111.14,-0.04776,-0.023377,-0.036021,7.3081e-06,0.0027034,0.00025005
111.64,-0.051392,-0.02121,-0.035939,1.4618e-05,0.0038233,0.00027702
112.15,-0.048218,-0.02356,-0.035757,8.783e-06,0.0029636,3.6032e-05
112.66,-0.050201,-0.023346,-0.035825,9.4273e-06,0.0030704,0.00010831
113.18,-0.039825,-0.032257,-0.035841,6.59e-07,0.00081179,1.2858e-05
113.69,-0.051636,-0.015717,-0.035706,1.6092e-06,0.0012685,6.336e-05
114.2,-0.044464,-0.026337,-0.035841,8.0941e-07,0.00089967,2.2833e-05
114.72,-0.052978,-0.018951,-0.035793,1.6337e-05,0.0040419,0.00036101
115.23,-0.052246,-0.016235,-0.035671,1.8624e-05,0.0043155,0.00018248
116,-0.044861,-0.025421,-0.035908,2.8608e-06,0.0016914,2.412e-05
116.51,-0.042633,-0.026733,-0.035988,2.8983e-06,0.0017024,8.9942e-05
117.02,-0.046661,-0.025299,-0.035855,6.9629e-06,0.0026387,0.00015814
117.54,-0.042633,-0.029968,-0.035859,2.7818e-06,0.0016679,3.7873e-05
118.05,-0.056458,-0.016815,-0.035691,8.5097e-06,0.0029171,6.345e-05
118.56,-0.042114,-0.029755,-0.035723,2.9424e-06,0.0017153,6.8603e-05
119.07,-0.048309,-0.02417,-0.035625,1.1367e-05,0.0033715,0.00018657
119.59,-0.043884,-0.026428,-0.035753,5.4177e-06,0.0023276,0.00018362
120.1,-0.04773,-0.016113,-0.035912,6.6289e-06,0.0025747,0.00013368
120.61,-0.047089,-0.026398,-0.035941,7.1348e-06,0.0026711,8.3525e-05
121.13,-0.044006,-0.026215,-0.035854,3.5212e-06,0.0018765,1.5498e-05
121.64,-0.044281,-0.026825,-0.03583,4.3843e-06,0.0020939,3.8215e-05
122.15,-0.04303,-0.02951,-0.035748,2.2869e-06,0.0015122,7.4804e-05
122.66,-0.041779,-0.030365,-0.035817,3.3235e-06,0.0018231,0.0001166
123.18,-0.04361,-0.028626,-0.03574,3.7422e-06,0.0019345,3.1679e-05
123.69,-0.04364,-0.026886,-0.035805,4.2978e-06,0.0020731,0.00015085
124.2,-0.044098,-0.028442,-0.035727,2.0069e-06,0.0014166,2.6615e-05
124.72,-0.042419,-0.029572,-0.035779,1.6096e-06,0.0012687,9.9388e-06
125.23,-0.050232,-0.023224,-0.0358,4.2929e-06,0.0020719,0.00021444
125.74,-0.053772,-0.014099,-0.03581,1.9879e-05,0.0044585,4.8894e-05
126.25,-0.048645,-0.019562,-0.035833,7.6802e-06,0.0027713,1.6917e-05
127.02,-0.038574,-0.03241,-0.035717,5.3308e-07,0.00073012,4.1648e-05
127.54,-0.0401,-0.031036,-0.035837,1.4138e-06,0.001189,2.7487e-05
128.05,-0.040039,-0.031799,-0.035734,1.1122e-06,0.0010546,1.437e-05
128.56,-0.039398,-0.031738,-0.035821,4.0049e-07,0.00063285,3.6277e-05
129.07,-0.040863,-0.031494,-0.035784,1.0757e-06,0.0010371,2.9862e-05
129.59,-0.037537,-0.033447,-0.03561,3.6538e-07,0.00060447,2.881e-05
130.1,-0.039612,-0.032593,-0.035645,8.0749e-07,0.0008986,7.2945e-05
130.61,-0.041168,-0.031677,-0.035822,1.3342e-06,0.0011551,4.8215e-05
131.13,-0.038757,-0.031921,-0.035728,6.2033e-07,0.00078761,2.4454e-05
131.64,-0.039581,-0.03241,-0.035866,8.9027e-07,0.00094354,3.4627e-05
132.15,-0.044922,-0.027222,-0.035781,1.9851e-06,0.0014089,3.7086e-05
132.66,-0.046875,-0.017731,-0.035786,2.9126e-06,0.0017066,4.1148e-05
133.18,-0.039093,-0.032715,-0.035775,3.3176e-07,0.00057599,2.1557e-05
133.69,-0.042328,-0.02887,-0.035856,7.0358e-07,0.0008388,4.4986e-05
134.2,-0.0448,-0.028046,-0.035822,3.4652e-06,0.0018615,9.3835e-05
134.72,-0.038208,-0.033539,-0.035876,4.118e-07,0.00064172,1.8837e-05
135.23,-0.037353,-0.034546,-0.03582,9.0169e-08,0.00030028,2.3585e-05
135.74,-0.038239,-0.032989,-0.035881,4.2351e-07,0.00065078,5.6719e-05
136.25,-0.039947,-0.032959,-0.0358,7.283e-07,0.00085341,2.7079e-05
136.77,-0.057892,-0.020203,-0.035836,1.4826e-05,0.0038505,0.00027231
137.28,-0.047607,-0.026428,-0.035884,5.4423e-06,0.0023329,2.3601e-05
138.05,-0.052399,-0.018097,-0.035927,1.5683e-05,0.0039602,0.00013208
