78.669,-0.05838,-0.018127,-0.037105,1.9991e-05,0.0044711,0.00012872
79.182,-0.07074,0.0039978,-0.037161,5.1066e-05,0.0071461,0.00013261
79.951,-0.055054,-0.014923,-0.03714,2.1002e-05,0.0045828,0.00027531
80.464,-0.11053,0.030304,-0.037126,0.00015525,0.01246,0.0011339
80.977,-0.085968,0.027222,-0.037215,0.00019666,0.014023,0.00063778
81.49,-0.11792,0.046173,-0.037242,0.00041731,0.020428,0.00077331
82.002,-0.090393,0.014954,-0.037202,0.0001276,0.011296,0.00057941
82.515,-0.074829,0.0067139,-0.037213,2.4944e-05,0.0049944,8.0856e-05
83.028,-0.057495,-0.022552,-0.03715,1.5797e-05,0.0039746,0.00030378
83.541,-0.051178,-0.020752,-0.037132,5.9098e-06,0.002431,9.2484e-05
84.054,-0.056549,-0.014343,-0.037147,1.6468e-05,0.0040581,9.2156e-05
84.567,-0.059387,-0.015686,-0.037188,1.8722e-05,0.0043269,8.5283e-05
85.079,-0.058502,-0.017456,-0.037269,2.5081e-05,0.0050081,0.00038558
85.592,-0.062378,-0.016815,-0.037075,5.2738e-05,0.0072621,8.2051e-05
86.105,-0.059601,-0.015076,-0.037118,1.5264e-05,0.003907,0.00045345
86.618,-0.075775,-0.0042114,-0.037206,0.00010464,0.010229,0.00033762
87.131,-0.0802,0.0057373,-0.037178,0.0001068,0.010334,0.00059388
87.643,-0.078369,0.0070801,-0.03722,0.00011399,0.010677,0.00047782
88.156,-0.061981,-0.016205,-0.037157,3.8334e-05,0.0061914,0.00049565
88.669,-0.060028,-0.011505,-0.037243,2.9154e-05,0.0053995,0.00012613
89.182,-0.079102,0.0066223,-0.037057,9.007e-05,0.0094905,0.00031732
89.695,-0.059112,-0.007843,-0.037257,2.6585e-05,0.0051561,9.837e-05
90.464,-0.053589,-0.023102,-0.037154,1.1471e-05,0.0033869,0.00027431
90.977,-0.056671,-0.017761,-0.037127,1.9176e-05,0.004379,6.6631e-05
91.49,-0.061371,-0.0059204,-0.037152,2.9249e-05,0.0054082,0.00051755
92.003,-0.061676,-0.015381,-0.037014,2.2857e-05,0.0047809,0.00032433
92.518,-0.08017,-0.00045776,-0.036826,5.6634e-05,0.0075255,0.00014708
93.028,-0.057892,-0.016602,-0.037479,1.6678e-05,0.0040838,0.00016957
93.541,-0.05191,-0.026276,-0.037602,1.0079e-05,0.0031748,0.00016947
94.054,-0.069305,-0.009552,-0.037459,8.6847e-05,0.0093192,0.00032194
94.567,-0.075409,0.011627,-0.036694,0.00010353,0.010175,0.00022613
95.08,-0.069428,0.034088,-0.037093,5.133e-05,0.0071645,0.00043087
95.592,-0.055908,-0.0056763,-0.037369,1.0728e-05,0.0032754,0.00012781
96.403,-0.067993,-0.014771,-0.037248,3.5743e-05,0.0059785,0.0001204
96.618,-0.04779,-0.026245,-0.037071,5.5075e-06,0.0023468,1.0221e-05
97.131,-0.044434,-0.027466,-0.037069,1.653e-06,0.0012857,2.0312e-05
97.643,-0.059112,-0.011017,-0.037073,2.5362e-05,0.0050361,0.00028643
98.156,-0.069946,0.0062256,-0.037076,8.3019e-05,0.0091115,0.00014036
