83.246,-0.076172,-0.0054627,-0.038793,7.8077e-05,0.0088361,9.3945e-05
83.758,-0.054565,-0.021912,-0.038852,1.6052e-05,0.0040065,5.2635e-05
84.527,-0.048859,-0.029083,-0.038747,4.2961e-06,0.0020727,0.00012528
85.043,-0.047241,-0.028778,-0.038648,4.9023e-06,0.0022141,3.698e-05
85.553,-0.050507,-0.026184,-0.03871,5.6821e-06,0.0023837,0.00023025
86.066,-0.057495,-0.024048,-0.038723,1.3907e-05,0.0037293,0.00023866
86.579,-0.049744,-0.023895,-0.038809,1.237e-05,0.0035171,0.00021682
87.091,-0.059753,-0.017151,-0.038749,4.3218e-05,0.0065741,0.00030041
87.604,-0.052917,-0.024231,-0.038777,6.3311e-06,0.0025162,9.0456e-05
88.117,-0.095367,0.017456,-0.038507,9.5198e-05,0.009757,0.00023728
88.63,-0.067535,-0.0092163,-0.038927,5.1572e-05,0.0071813,0.00068815
89.143,-0.08139,0.00045776,-0.038882,0.00011191,0.010579,0.00053471
89.656,-0.058868,-0.012238,-0.03867,2.6099e-05,0.0051087,0.00012441
90.179,-0.059204,-0.018005,-0.038632,2.0314e-05,0.0045071,9.0116e-05
90.681,-0.064331,-0.014435,-0.038554,1.8035e-05,0.0042468,0.0003047
91.194,-0.075684,-0.0014038,-0.038462,5.8206e-05,0.0076293,0.00039628
91.707,-0.055572,-0.021759,-0.038606,1.2943e-05,0.0035976,0.00013356
92.227,-0.06839,0.0011902,-0.038827,6.4645e-05,0.0080402,0.00033918
92.732,-0.069031,-0.010651,-0.038921,2.6352e-05,0.0051334,9.5506e-05
93.245,-0.071808,-0.0088806,-0.03881,6.3485e-05,0.0079678,0.00024375
93.758,-0.060028,-0.019287,-0.038816,2.5549e-05,0.0050546,8.7574e-05
94.271,-0.084351,0.018982,-0.038738,6.804e-05,0.0082486,0.00022068
95.232,-0.070312,0.0012207,-0.038787,2.5944e-05,0.0050935,0.00011489
95.425,-0.074158,0.01416,-0.038673,9.4919e-05,0.0097427,0.00065977
95.938,-0.077667,0.014252,-0.038838,0.00012287,0.011085,0.00050871
96.45,-0.073975,-0.010376,-0.038719,4.72e-05,0.0068702,0.00022602
96.963,-0.052277,-0.024017,-0.038918,9.6863e-06,0.0031123,0.00010696
97.476,-0.068756,-0.010498,-0.038704,4.3064e-05,0.0065623,0.00079577
97.991,-0.061218,-0.018829,-0.038636,1.0877e-05,0.003298,3.1756e-05
98.502,-0.045441,-0.030853,-0.038666,1.093e-06,0.0010455,3.7162e-05
99.015,-0.04892,-0.025543,-0.038768,3.2878e-06,0.0018132,0.00010664
99.527,-0.081573,0.028503,-0.038788,0.00022963,0.015154,0.00078981
100.04,-0.078552,0.0099487,-0.038851,9.0232e-05,0.0094991,0.00030626
100.83,-0.076996,-0.0032654,-0.038742,7.9108e-05,0.0088943,0.00068379
101.32,-0.0867,0.0073853,-0.038777,0.00012534,0.011196,2.2748e-05
101.84,-0.11728,0.056915,-0.038865,0.00027472,0.016575,0.00081826
102.35,-0.10583,0.033783,-0.038879,8.9886e-05,0.0094808,0.00019813
102.86,-0.050812,-0.025574,-0.038901,1.0111e-05,0.0031798,8.544e-05
103.37,-0.051666,-0.027741,-0.038548,4.9639e-06,0.002228,8.6974e-05
103.89,-0.081146,0.015564,-0.038616,0.00014155,0.011897,0.00010508
104.4,-0.10266,0.024963,-0.03869,0.00014539,0.012058,0.0011325
