128.0,7,-87
128.6,14,-87
129.0,8,-78
129.1,12,-72
129.5,4,-88
130.7,15,-89
131.0,11,-88
131.2,2,-88
131.8,9,-81
149.8,4,-84
149.8,14,-88
150.0,11,-82
150.5,8,-82
150.9,15,-88
151.5,7,-88
152.8,5,-73
175.1,2,-87
175.6,6,-88
176.0,11,-77
176.4,8,-88
176.7,10,-83
178.8,3,-79
178.9,7,-76
179.0,15,-73
179.4,13,-86
203.9,7,-81
203.9,14,-80
204.1,15,-78
204.5,16,-79
204.5,10,-85
205.5,11,-76
205.8,18,-87
205.8,6,-78
206.5,13,-80
206.6,2,-89
206.6,9,-79
206.9,8,-80
226.1,7,-69
226.2,3,-73
226.3,2,-80
226.4,8,-77
229.8,14,-75
230.6,11,-80
247.8,11,-77
249.1,14,-87
249.4,7,-87
249.9,10,-88
274.1,15,-75
274.6,18,-88
277.0,8,-72
277.2,2,-87
278.0,10,-90
278.9,16,-88
305.5,16,-82
306.4,2,-91
306.5,7,-86
306.9,15,-90
307.1,8,-73
308.1,6,-66
330.1,10,-83
330.2,12,-88
330.2,5,-88
330.4,7,-75
330.4,6,-66
331.6,13,-83
331.9,4,-80
332.2,2,-83
332.3,16,-83
332.4,11,-85
332.5,9,-77
351.7,7,-73
351.7,10,-81
352.5,4,-69
354.0,12,-83
354.1,9,-70
354.4,14,-71
354.9,18,-87
354.9,15,-83
354.9,5,-77
355.2,6,-86
395.7,6,-86
395.8,18,-83
395.9,7,-82
395.9,4,-90
416.6,15,-79
417.6,13,-81
418.1,10,-78
418.1,18,-83
418.6,4,-87
419.0,16,-82
438.9,12,-83
439.2,13,-90
439.4,4,-89
439.7,6,-90
440.4,18,-88
441.0,14,-75
441.2,10,-86
441.5,15,-72
442.4,2,-90
463.0,5,-83
463.1,6,-88
464.0,15,-73
464.0,2,-88
464.3,11,-88
464.5,10,-83
464.6,8,-82
464.9,4,-89
465.4,16,-87
467.0,18,-89
467.1,12,-86
467.3,7,-90
487.5,15,-72
487.8,7,-86
489.4,16,-86
489.6,18,-87
489.7,13,-88
489.8,6,-85
490.2,10,-83
490.7,11,-88
491.4,14,-81
517.6,15,-79
517.7,14,-79
519.7,7,-85
