95.3,6,-70
95.9,5,-78
95.9,4,-85
96.5,11,-88
97.3,12,-82
97.3,1,-83
98.3,3,-80
98.3,14,-88
98.4,7,-73
124.2,11,-69
124.3,4,-86
124.4,8,-82
124.6,14,-63
124.7,7,-72
125.2,1,-82
125.2,6,-68
127.2,15,-83
127.9,12,-78
128.0,2,-83
150.3,15,-83
150.7,10,-84
152.1,13,-68
152.3,2,-78
152.8,14,-82
152.8,8,-87
153.0,12,-72
154.1,7,-79
154.3,4,-77
154.9,11,-73
170.4,12,-80
170.5,8,-74
170.6,10,-87
170.7,16,-86
170.8,1,-68
170.9,14,-87
170.9,7,-79
171.1,18,-89
171.6,2,-88
171.7,13,-88
171.9,15,-83
172.8,5,-83
174.3,3,-71
193.2,11,-83
194.7,10,-83
194.7,12,-80
194.8,6,-64
194.9,8,-63
195.1,14,-72
195.1,18,-71
195.2,7,-72
195.2,16,-78
195.2,5,-82
195.8,13,-79
222.0,11,-75
222.4,3,-83
222.4,15,-67
223.3,8,-77
224.7,16,-81
225.2,14,-82
225.8,4,-88
226.5,7,-80
242.2,13,-87
242.9,18,-70
243.2,6,-77
243.2,7,-82
243.2,16,-86
243.8,14,-60
243.9,11,-81
243.9,2,-86
244.0,1,-85
244.3,10,-80
245.1,5,-71
270.3,14,-67
270.3,13,-75
271.0,7,-78
271.2,12,-70
271.6,5,-75
273.3,15,-78
274.9,18,-88
298.5,14,-87
298.8,1,-86
300.7,11,-90
302.3,7,-83
325.0,11,-86
325.1,10,-82
325.3,6,-83
325.3,15,-67
325.7,8,-85
327.1,14,-87
327.7,4,-65
327.9,5,-86
329.1,7,-82
329.6,2,-89
329.8,12,-88
353.5,13,-83
353.6,6,-80
353.8,12,-61
353.9,5,-87
354.3,4,-72
354.4,14,-88
354.5,15,-85
354.6,8,-81
354.7,7,-76
354.7,16,-78
354.7,11,-69
356.2,10,-69
375.2,14,-80
375.5,7,-73
375.6,16,-80
376.1,11,-88
376.1,15,-73
376.5,13,-78
376.7,6,-87
377.0,18,-87
377.9,10,-72
378.1,12,-75
378.6,5,-65
379.1,8,-81
395.2,2,-74
395.2,14,-81
395.3,15,-81
395.9,4,-82
397.1,11,-89
398.0,7,-73
398.2,6,-80
398.4,18,-80
398.7,10,-83
399.1,12,-83
423.3,8,-90
423.8,16,-88
424.2,7,-83
424.2,15,-90
426.8,13,-78
427.4,14,-85
449.5,7,-72
450.1,1,-83
450.8,18,-88
451.0,13,-79
451.3,5,-72
451.7,6,-78
452.3,11,-83
453.1,2,-83
453.8,14,-81
470.7,8,-88
471.2,13,-80
471.3,6,-83
472.1,7,-68
473.8,2,-84
493.4,5,-78
493.4,3,-84
493.9,6,-79
494.3,11,-88
494.4,14,-85
494.4,8,-83
494.6,16,-89
494.8,2,-78
495.2,7,-79
514.0,16,-88
514.0,13,-82
514.2,1,-82
515.2,6,-73
515.8,2,-78
516.4,11,-82
516.9,12,-91
517.0,4,-88
535.9,10,-83
536.0,16,-91
536.5,1,-89
537.6,12,-89
538.7,18,-88
539.7,15,-88
540.9,8,-83
557.0,16,-80
557.1,11,-78
557.1,12,-83
557.2,8,-87
557.7,2,-85
557.8,1,-87
559.3,4,-85
559.5,18,-88
561.1,10,-80
561.7,15,-85
583.8,11,-77
584.0,10,-76
584.6,7,-82
586.0,15,-85
586.1,4,-71
586.3,14,-88
586.4,16,-83
587.4,5,-92
606.5,6,-85
606.9,10,-70
607.0,8,-89
607.1,15,-87
608.0,2,-87
609.3,11,-85
609.5,18,-81
609.7,16,-70
609.8,4,-78
610.3,7,-85
610.4,14,-89
610.8,5,-85
611.0,12,-82
634.7,8,-80
635.2,7,-85
635.8,2,-85
635.9,11,-72
636.0,12,-82
636.1,10,-66
636.5,16,-80
636.7,4,-77
637.5,1,-90
638.1,5,-85
638.6,18,-72
661.3,11,-70
662.1,10,-64
662.9,14,-85
663.3,16,-78
664.1,18,-73
664.7,1,-78
664.8,8,-80
665.1,12,-82
665.3,15,-82
665.4,4,-78
665.9,5,-85
681.7,6,-84
682.4,16,-82
682.6,11,-65
684.1,14,-66
684.2,2,-89
684.3,15,-83
684.4,4,-90
685.5,13,-85
686.2,7,-81
707.4,18,-73
707.5,10,-69
708.3,14,-64
708.5,15,-86
708.8,11,-68
709.4,12,-90
710.0,5,-83
711.0,7,-82
736.2,8,-84
736.5,13,-90
736.5,18,-72
737.0,11,-68
737.9,2,-88
738.0,4,-77
738.3,12,-83
738.9,7,-86
739.0,15,-83
739.3,6,-89
739.6,16,-81
740.2,3,-88
758.5,12,-81
759.1,7,-86
759.7,6,-83
759.8,5,-83
760.3,18,-79
760.9,14,-64
761.5,8,-78
762.5,13,-83
763.3,15,-83
786.3,8,-82
786.5,14,-66
786.7,12,-83
786.8,11,-65
787.7,7,-88
788.5,16,-78
788.6,4,-84
788.9,5,-80
790.0,18,-75
790.5,13,-84
811.8,5,-88
811.9,7,-83
