91.2,9,-78
91.4,4,-83
91.6,6,-88
91.7,13,-70
92.2,1,-80
92.3,3,-87
92.6,14,-78
120.5,6,-82
120.5,7,-86
120.5,13,-77
120.5,5,-85
120.6,10,-85
120.8,18,-88
120.9,1,-80
121.6,16,-89
121.6,2,-89
121.8,14,-91
121.8,15,-83
122.6,8,-79
146.6,11,-85
146.7,7,-80
147.1,4,-76
147.5,8,-83
149.8,13,-67
173.1,8,-85
174.2,4,-83
174.3,16,-88
174.5,10,-88
174.9,14,-71
174.9,6,-86
174.9,7,-78
177.1,13,-78
177.3,9,-83
199.6,10,-85
200.5,14,-89
201.1,6,-89
201.1,1,-88
201.1,8,-88
201.1,15,-85
201.5,7,-78
201.7,9,-82
201.7,4,-82
201.8,2,-86
202.2,13,-66
225.0,13,-86
225.0,2,-84
225.6,16,-89
225.7,15,-85
226.7,10,-85
227.4,9,-81
227.5,8,-84
227.5,11,-86
228.5,6,-87
254.5,10,-90
254.6,13,-78
255.3,14,-82
255.5,9,-86
255.5,5,-78
255.6,4,-83
255.7,7,-85
255.8,6,-85
277.1,14,-80
277.6,13,-78
279.1,5,-70
280.3,9,-77
280.5,6,-88
280.8,8,-82
281.2,2,-82
281.4,10,-86
281.9,1,-85
306.9,7,-80
307.3,6,-86
308.3,11,-79
308.4,13,-85
309.4,15,-86
309.5,4,-76
309.6,16,-84
310.1,8,-86
310.2,2,-80
310.9,9,-89
332.3,13,-77
333.3,6,-89
333.9,10,-85
334.0,5,-68
334.0,8,-86
335.2,9,-86
336.4,1,-88
337.0,4,-83
362.9,5,-66
363.1,7,-80
365.2,9,-85
381.2,9,-83
381.4,7,-82
382.4,5,-77
382.9,15,-83
383.0,16,-88
383.0,10,-86
383.3,13,-82
383.8,14,-83
385.8,8,-88
405.0,6,-88
405.2,7,-84
405.4,16,-78
407.4,2,-86
407.7,8,-90
407.9,11,-83
408.0,5,-88
426.6,1,-88
427.7,9,-88
429.7,5,-87
454.5,6,-90
454.7,10,-85
456.1,16,-79
456.8,11,-86
457.1,1,-84
459.1,15,-88
484.3,14,-89
485.5,16,-80
485.8,11,-90
485.8,18,-86
487.7,15,-88
488.1,10,-84
510.2,8,-79
510.6,1,-91
510.6,18,-79
511.1,14,-88
511.8,16,-83
511.9,4,-84
512.4,9,-88
514.2,11,-85
533.1,4,-83
565.1,4,-89
566.5,14,-86
583.8,14,-81
585.0,7,-84
585.2,10,-88
586.0,4,-80
609.1,8,-75
610.5,16,-78
629.7,1,-88
629.7,8,-87
629.7,16,-73
630.4,4,-81
631.0,0,-80
631.9,9,-86
632.2,18,-90
632.5,11,-80
633.7,13,-88
634.6,10,-88
652.3,18,-88
654.0,9,-83
654.7,4,-79
655.3,8,-76
655.6,11,-83
656.4,15,-90
