83.479,31.25,1.4996,62.5,0.22903,156.25,0.084723,281.25,0.056541,1500,0.056006,187.5,0.055409,125,0.052297,1531.2,0.051857,93.75,0.049533,1156.2,0.048963,2156.2,0.045149,375,0.042653,406.25,0.041805,3093.8,0.03964,1593.8,0.039503,625,0.038633
83.998,31.25,1.4503,62.5,0.23112,93.75,0.079179,1562.5,0.071223,187.5,0.066951,156.25,0.056404,312.5,0.051895,218.75,0.051094,125,0.049021,937.5,0.047799,1500,0.041958,1593.8,0.03725,3156.2,0.037093,593.75,0.035391,1250,0.035318,1531.2,0.034867
84.761,31.25,1.5917,156.25,0.12555,62.5,0.12257,93.75,0.12018,125,0.11833,281.25,0.068609,406.25,0.066917,187.5,0.06266,593.75,0.060469,656.25,0.052822,968.75,0.051871,218.75,0.051795,3468.8,0.051115,1531.2,0.048976,1656.2,0.048188,2250,0.044867
85.274,31.25,1.6869,93.75,0.11512,156.25,0.071979,3343.8,0.059064,343.75,0.054563,1562.5,0.050195,2843.8,0.049578,281.25,0.048159,218.75,0.046254,1437.5,0.044686,3375,0.044597,3187.5,0.040751,2000,0.040152,1875,0.038906,1906.2,0.038474,2718.8,0.038394
85.788,31.25,1.6989,93.75,0.11868,2031.2,0.069809,156.25,0.069148,2093.8,0.068539,3031.2,0.056878,218.75,0.053079,281.25,0.052942,3093.8,0.049622,343.75,0.048043,656.25,0.043539,2437.5,0.043167,3843.8,0.042022,531.25,0.04147,2656.2,0.040564,593.75,0.040558
86.299,31.25,1.4761,62.5,0.2053,93.75,0.079341,187.5,0.072129,1718.8,0.059834,250,0.059376,1125,0.059207,1343.8,0.05901,656.25,0.058025,281.25,0.057364,875,0.057214,906.25,0.053374,2312.5,0.05087,1437.5,0.049817,1562.5,0.04724,937.5,0.047066
86.812,31.25,1.6961,93.75,0.12258,156.25,0.069659,1218.8,0.0694,218.75,0.063038,281.25,0.062825,1843.8,0.060763,1156.2,0.053512,906.25,0.04969,1281.2,0.049279,1968.8,0.047582,593.75,0.047503,2000,0.046418,3937.5,0.046152,1906.2,0.045469,1406.2,0.04503
87.325,31.25,1.2008,1250,0.13714,1218.8,0.085702,1343.8,0.081884,1281.2,0.080236,1312.5,0.071902,1187.5,0.064533,281.25,0.064438,1156.2,0.06026,250,0.052007,1375,0.049035,812.5,0.047335,531.25,0.046383,1093.8,0.044489,3156.2,0.043143,1875,0.041922
87.838,31.25,1.2134,1468.8,0.055906,375,0.054098,187.5,0.051112,2593.8,0.04765,1406.2,0.046511,437.5,0.043776,687.5,0.042363,781.25,0.039464,125,0.039256,250,0.037849,468.75,0.03696,312.5,0.036379,3750,0.034564,531.25,0.034103,2093.8,0.032627
88.351,31.25,1.6059,156.25,0.13768,93.75,0.12317,125,0.11469,62.5,0.10432,1218.8,0.083074,406.25,0.081567,1187.5,0.078251,1531.2,0.072748,468.75,0.070771,1156.2,0.069522,1875,0.06917,1281.2,0.068949,1250,0.06767,218.75,0.066945,187.5,0.060748
88.863,31.25,1.6066,156.25,0.13155,93.75,0.11329,62.5,0.11259,125,0.10795,1156.2,0.079164,1562.5,0.074792,1500,0.068015,1531.2,0.065222,1187.5,0.063191,406.25,0.059494,281.25,0.05644,218.75,0.054244,3093.8,0.053304,1125,0.049557,1593.8,0.048739
89.376,31.25,1.5896,93.75,0.17426,62.5,0.16161,125,0.14703,156.25,0.1387,1125,0.073941,406.25,0.071515,1531.2,0.065907,187.5,0.065504,1187.5,0.06265,1031.2,0.061361,281.25,0.057857,1406.2,0.057021,1062.5,0.056383,1093.8,0.05536,218.75,0.054306
89.889,31.25,1.6015,156.25,0.13188,62.5,0.11648,125,0.11584,93.75,0.11533,1343.8,0.075001,406.25,0.068312,218.75,0.062447,187.5,0.061468,281.25,0.056473,718.75,0.05545,1218.8,0.05498,1062.5,0.054128,1500,0.053867,1625,0.052782,1406.2,0.051742
90.402,31.25,1.6769,93.75,0.10932,218.75,0.084805,468.75,0.079623,156.25,0.071661,281.25,0.054789,1062.5,0.05204,1093.8,0.049961,3937.5,0.049849,437.5,0.047024,343.75,0.046891,1500,0.046705,2875,0.046255,2000,0.045059,1937.5,0.044911,406.25,0.04423
90.915,31.25,1.5944,156.25,0.1322,62.5,0.12581,125,0.11905,93.75,0.10776,406.25,0.083531,281.25,0.069878,218.75,0.065748,1500,0.061801,187.5,0.06178,2343.8,0.05191,968.75,0.050214,468.75,0.047799,1031.2,0.04773,937.5,0.045246,531.25,0.04363
91.428,31.25,1.685,93.75,0.11553,156.25,0.073403,218.75,0.065846,1375,0.061407,1968.8,0.059998,1093.8,0.059153,1906.2,0.055428,1062.5,0.053822,281.25,0.052247,468.75,0.051794,2937.5,0.051659,1343.8,0.049568,2281.2,0.047184,1406.2,0.045841,3750,0.045793
91.94,31.25,1.598,156.25,0.12298,62.5,0.12038,93.75,0.11208,125,0.10987,187.5,0.072106,406.25,0.071744,218.75,0.059705,1500,0.056033,281.25,0.056003,1531.2,0.046835,2343.8,0.046769,3468.8,0.044057,3625,0.04187,1031.2,0.040509,1125,0.040179
92.453,31.25,1.6014,156.25,0.13192,62.5,0.11756,93.75,0.10984,125,0.10769,1531.2,0.056312,281.25,0.055977,406.25,0.055735,218.75,0.054091,593.75,0.048713,1500,0.046899,187.5,0.046015,3093.8,0.04596,843.75,0.039338,3500,0.038485,1343.8,0.03791
92.966,31.25,1.7067,93.75,0.11974,156.25,0.073551,2000,0.05451,218.75,0.053296,1750,0.051678,281.25,0.048683,3000,0.045088,3531.2,0.041411,3500,0.041217,1781.2,0.040974,2656.2,0.039409,1437.5,0.038851,406.25,0.038395,343.75,0.035552,1562.5,0.035309
93.479,31.25,1.2021,3156.2,0.047188,1406.2,0.03926,1562.5,0.034192,3625,0.031853,250,0.030724,1812.5,0.030574,1875,0.029149,1468.8,0.028545,2500,0.026738,2562.5,0.026539,3187.5,0.026367,2625,0.025857,906.25,0.025805,312.5,0.025386,2187.5,0.025198
93.992,31.25,1.417,62.5,0.19402,93.75,0.067232,3031.2,0.063203,218.75,0.062315,1406.2,0.05372,906.25,0.051636,343.75,0.050199,125,0.048911,1468.8,0.044726,1031.2,0.043872,468.75,0.043444,843.75,0.042613,2437.5,0.040965,281.25,0.040401,3093.8,0.040337
94.504,31.25,1.6706,93.75,0.11935,156.25,0.086833,218.75,0.073508,3125,0.059768,281.25,0.049374,1937.5,0.044396,3000,0.043877,1218.8,0.043637,3437.5,0.042435,1437.5,0.040479,2906.2,0.040156,1875,0.039688,468.75,0.03806,1250,0.037828,1281.2,0.037768
95.274,31.25,1.6886,93.75,0.13827,156.25,0.089644,1937.5,0.061041,218.75,0.057583,281.25,0.05699,1968.8,0.051141,3937.5,0.049721,3281.2,0.040828,2000,0.040823,343.75,0.040162,1843.8,0.039972,468.75,0.039065,3843.8,0.039033,1906.2,0.037299,3750,0.035549
95.788,31.25,1.669,93.75,0.10442,1125,0.10245,1156.2,0.089345,156.25,0.066209,3062.5,0.061012,281.25,0.059243,1093.8,0.054864,2000,0.052582,218.75,0.051974,2562.5,0.051208,593.75,0.044569,1437.5,0.042748,1343.8,0.040346,531.25,0.040321,3968.8,0.039989
96.299,31.25,1.2044,812.5,0.080994,1312.5,0.077292,1000,0.074235,1093.8,0.07366,1281.2,0.073227,406.25,0.073081,375,0.069367,1812.5,0.061982,343.75,0.060391,687.5,0.059902,1062.5,0.059797,1343.8,0.058833,750,0.058271,781.25,0.055505,2562.5,0.055104
96.812,31.25,1.6248,1000,0.1422,156.25,0.14216,1281.2,0.1334,125,0.13337,93.75,0.12914,62.5,0.1212,968.75,0.11914,781.25,0.11448,1093.8,0.114,531.25,0.1136,937.5,0.11208,1031.2,0.11071,843.75,0.10769,406.25,0.10483,1062.5,0.10461
97.249,31.25,1.6949,93.75,0.12015,843.75,0.093642,781.25,0.089506,812.5,0.088373,281.25,0.084902,562.5,0.080508,156.25,0.074959,218.75,0.066098,1093.8,0.058963,3000,0.056774,875,0.056288,3062.5,0.056166,593.75,0.05605,1062.5,0.053544,343.75,0.050306
97.71,31.25,1.6218,156.25,0.14194,62.5,0.11564,93.75,0.10709,125,0.1024,593.75,0.060608,218.75,0.058912,1500,0.057547,1531.2,0.055455,281.25,0.053845,406.25,0.051193,656.25,0.04816,718.75,0.046427,781.25,0.045191,343.75,0.044171,250,0.04347
98.222,31.25,1.2071,281.25,0.051671,1531.2,0.043799,531.25,0.04098,968.75,0.034664,3093.8,0.031539,62.5,0.031023,2000,0.030077,3812.5,0.027492,3125,0.026079,468.75,0.025259,1781.2,0.024737,437.5,0.024363,500,0.023922,2468.8,0.022986,3687.5,0.022946
98.771,31.25,1.1971,343.75,0.041102,3656.2,0.030391,2562.5,0.030134,1812.5,0.027034,3000,0.026493,3250,0.025767,1437.5,0.024673,2531.2,0.023777,1468.8,0.023684,812.5,0.023439,3718.8,0.023369,1625,0.022309,375,0.022212,781.25,0.021627,1000,0.021544
99.248,31.25,1.5982,156.25,0.13593,62.5,0.11689,93.75,0.11255,125,0.11073,1343.8,0.062028,281.25,0.057716,218.75,0.057531,3625,0.056025,406.25,0.055732,1500,0.05322,1125,0.050947,187.5,0.050362,593.75,0.045989,1406.2,0.042042,1093.8,0.040924
99.761,31.25,1.583,62.5,0.13192,156.25,0.1166,125,0.10724,93.75,0.10507,875,0.10469,1531.2,0.073859,406.25,0.072448,1500,0.071553,843.75,0.07066,1593.8,0.064915,1375,0.061571,187.5,0.060642,968.75,0.058987,1281.2,0.054351,3125,0.052446
100.27,31.25,1.6836,93.75,0.11202,156.25,0.064713,1968.8,0.056962,3875,0.056343,3937.5,0.056123,218.75,0.04973,1937.5,0.049201,2000,0.047156,281.25,0.044039,3437.5,0.043836,2562.5,0.041747,1562.5,0.040835,343.75,0.040739,906.25,0.040606,1593.8,0.040403
101.04,31.25,1.6862,93.75,0.11127,156.25,0.06644,218.75,0.054518,1906.2,0.051475,3093.8,0.050705,3343.8,0.04856,1718.8,0.048096,1468.8,0.046509,1875,0.046053,3031.2,0.045578,1343.8,0.045416,1281.2,0.045092,2875,0.044136,1687.5,0.043669,406.25,0.043314
101.56,31.25,1.6891,93.75,0.11617,1968.8,0.08035,1906.2,0.076467,156.25,0.06938,218.75,0.052013,3843.8,0.051705,3187.5,0.051391,3875,0.049644,3906.2,0.04363,1250,0.041976,1468.8,0.039039,406.25,0.03648,2875,0.035642,281.25,0.034913,1843.8,0.034743
102.07,31.25,1.6125,125,0.1306,156.25,0.12218,62.5,0.12204,93.75,0.11924,187.5,0.080476,406.25,0.076052,843.75,0.059625,781.25,0.058889,812.5,0.058178,1531.2,0.057566,218.75,0.053006,1500,0.052555,3312.5,0.052496,1125,0.049709,718.75,0.049632
102.58,31.25,1.602,156.25,0.13096,62.5,0.11866,125,0.1066,93.75,0.10372,281.25,0.067081,406.25,0.067078,218.75,0.051085,187.5,0.048924,1500,0.048168,3437.5,0.046326,968.75,0.04344,2343.8,0.040016,3093.8,0.039472,1031.2,0.039303,1343.8,0.03791
103.09,31.25,1.5909,156.25,0.12455,93.75,0.12384,62.5,0.11366,125,0.11216,406.25,0.066463,1500,0.064714,281.25,0.05303,218.75,0.050757,1843.8,0.050219,187.5,0.049391,3406.2,0.04747,2343.8,0.046423,1281.2,0.044553,1218.8,0.042206,1531.2,0.040181
103.61,31.25,1.5003,62.5,0.17651,93.75,0.081839,312.5,0.064595,125,0.062403,156.25,0.059801,2343.8,0.052542,875,0.050696,187.5,0.047626,218.75,0.047295,1531.2,0.046084,406.25,0.043321,1625,0.040208,1312.5,0.039015,2375,0.038025,687.5,0.03714
104.12,31.25,1.6591,93.75,0.098354,156.25,0.07842,218.75,0.06116,3843.8,0.059781,1468.8,0.058035,1937.5,0.053136,281.25,0.0505,3000,0.049317,1500,0.04718,1406.2,0.043971,1562.5,0.04392,2937.5,0.04302,2375,0.041486,406.25,0.040779,1187.5,0.040582
104.63,31.25,1.6779,93.75,0.099139,156.25,0.065578,1343.8,0.064942,2968.8,0.060835,875,0.060328,218.75,0.057961,1312.5,0.051866,2000,0.048743,906.25,0.046941,3750,0.04521,281.25,0.045042,406.25,0.043547,3125,0.04218,468.75,0.041765,1937.5,0.041682
105.15,31.25,1.4619,62.5,0.23357,93.75,0.084136,187.5,0.071025,1531.2,0.062405,343.75,0.056368,718.75,0.053235,312.5,0.049728,437.5,0.046888,250,0.046624,125,0.046261,3625,0.044326,1343.8,0.042568,1406.2,0.042176,218.75,0.041695,2531.2,0.039491
105.66,31.25,1.6793,93.75,0.11623,156.25,0.069536,1937.5,0.057157,3125,0.056072,2968.8,0.05446,218.75,0.052117,1812.5,0.049588,2000,0.048833,1593.8,0.048782,1531.2,0.04625,1781.2,0.045874,281.25,0.042436,2906.2,0.041878,3687.5,0.041558,906.25,0.041348
106.17,31.25,1.6741,93.75,0.10275,156.25,0.077864,3218.8,0.066812,218.75,0.058389,281.25,0.053862,3875,0.051619,1968.8,0.04875,843.75,0.043155,1468.8,0.042346,1875,0.0412,1312.5,0.040097,343.75,0.040076,1906.2,0.039385,1843.8,0.037219,1281.2,0.037197
106.68,31.25,1.6933,93.75,0.10914,1250,0.092849,2031.2,0.08547,406.25,0.081478,1625,0.077378,156.25,0.07563,1218.8,0.06376,218.75,0.05879,343.75,0.057366,281.25,0.054928,2843.8,0.053829,2500,0.052706,2468.8,0.050273,3968.8,0.048803,843.75,0.048776
107.2,31.25,1.5969,156.25,0.13231,62.5,0.11603,93.75,0.11587,125,0.11401,406.25,0.07934,281.25,0.060988,1281.2,0.057333,218.75,0.055945,187.5,0.055905,1500,0.053881,2125,0.05299,3093.8,0.049677,1218.8,0.04872,2343.8,0.047983,468.75,0.0454
107.71,31.25,1.586,93.75,0.12914,62.5,0.11992,156.25,0.11488,125,0.11439,406.25,0.090423,281.25,0.064276,187.5,0.055568,750,0.050718,375,0.050649,1468.8,0.050602,1500,0.049856,812.5,0.048979,218.75,0.048434,1562.5,0.047718,1531.2,0.047104
